2016-12-10-12-27-26    UserID [20]    Transaction Complete 
2016-12-10-12-27-26    UserID [4]    Transaction Complete 
2016-12-10-12-27-26    UserID [40]    Transaction Complete 
2016-12-10-12-27-26    UserID [29]    Transaction Complete 
2016-12-10-12-27-26    UserID [14]    Transaction Complete 
2016-12-10-12-27-26    UserID [24]    Transaction Complete 
2016-12-10-12-27-26    UserID [33]    Transaction Complete 
2016-12-10-12-27-26    UserID [27]    Transaction Complete 
2016-12-10-12-27-26    UserID [44]    Transaction Complete 
2016-12-10-12-27-26    UserID [7]    Transaction Complete 
2016-12-10-12-27-26    UserID [9]    Transaction Complete 
2016-12-10-12-27-26    UserID [6]    Transaction Complete 
2016-12-10-12-27-26    UserID [22]    Transaction Complete 
2016-12-10-12-27-26    UserID [49]    Transaction Complete 
2016-12-10-12-27-26    UserID [1]    Transaction Complete 
2016-12-10-12-27-26    UserID [10]    Transaction Complete 
2016-12-10-12-27-26    UserID [21]    Transaction Complete 
2016-12-10-12-27-26    UserID [11]    Transaction Complete 
2016-12-10-12-27-26    UserID [25]    Transaction Complete 
2016-12-10-12-27-27    UserID [45]    Transaction Complete 
2016-12-10-12-27-27    UserID [5]    Transaction Complete 
2016-12-10-12-27-27    UserID [48]    Transaction Complete 
2016-12-10-12-27-27    UserID [46]    Transaction Complete 
2016-12-10-12-27-27    UserID [3]    Transaction Complete 
2016-12-10-12-27-27    UserID [39]    Transaction Complete 
2016-12-10-12-27-27    UserID [18]    Transaction Complete 
2016-12-10-12-27-27    UserID [34]    Transaction Complete 
2016-12-10-12-27-27    UserID [23]    Transaction Complete 
2016-12-10-12-27-27    UserID [42]    Transaction Complete 
2016-12-10-12-27-27    UserID [2]    Transaction Complete 
2016-12-10-12-27-27    UserID [30]    Transaction Complete 
2016-12-10-12-27-27    UserID [36]    Transaction Complete 
2016-12-10-12-27-27    UserID [17]    Transaction Complete 
2016-12-10-12-27-27    UserID [31]    Transaction Complete 
2016-12-10-12-27-27    UserID [16]    Transaction Complete 
2016-12-10-12-27-27    UserID [38]    Transaction Complete 
2016-12-10-12-27-27    UserID [0]    Transaction Complete 
2016-12-10-12-27-28    UserID [8]    Transaction Complete 
2016-12-10-12-27-28    UserID [15]    Transaction Complete 
2016-12-10-12-27-28    UserID [35]    Transaction Complete 
2016-12-10-12-27-28    UserID [47]    Transaction Complete 
2016-12-10-12-27-28    UserID [12]    Transaction Complete 
2016-12-10-12-27-28    UserID [26]    Transaction Complete 
2016-12-10-12-27-28    UserID [19]    Transaction Complete 
2016-12-10-12-27-28    UserID [49]    Transaction Complete 
2016-12-10-12-27-28    UserID [13]    Transaction Complete 
2016-12-10-12-27-28    UserID [41]    Transaction Complete 
2016-12-10-12-27-28    UserID [32]    Transaction Complete 
2016-12-10-12-27-28    UserID [20]    Transaction Complete 
2016-12-10-12-27-28    UserID [3]    Transaction Complete 
2016-12-10-12-27-28    UserID [6]    Transaction Complete 
2016-12-10-12-27-28    UserID [7]    Transaction Complete 
2016-12-10-12-27-28    UserID [24]    Transaction Complete 
2016-12-10-12-27-28    UserID [33]    Transaction Complete 
2016-12-10-12-27-28    UserID [37]    Transaction Complete 
2016-12-10-12-27-28    UserID [40]    Transaction Complete 
2016-12-10-12-27-28    UserID [43]    Transaction Complete 
2016-12-10-12-27-28    UserID [28]    Transaction Complete 
2016-12-10-12-27-28    UserID [1]    Transaction Complete 
2016-12-10-12-27-28    UserID [4]    Transaction Complete 
2016-12-10-12-27-28    UserID [45]    Transaction Complete 
2016-12-10-12-27-28    UserID [44]    Transaction Complete 
2016-12-10-12-27-28    UserID [21]    Transaction Complete 
2016-12-10-12-27-28    UserID [11]    Transaction Complete 
2016-12-10-12-27-28    UserID [29]    Transaction Complete 
2016-12-10-12-27-28    UserID [48]    Transaction Complete 
2016-12-10-12-27-28    UserID [2]    Transaction Complete 
2016-12-10-12-27-28    UserID [17]    Transaction Complete 
2016-12-10-12-27-28    UserID [10]    Transaction Complete 
2016-12-10-12-27-28    UserID [14]    Transaction Complete 
2016-12-10-12-27-28    UserID [5]    Transaction Complete 
2016-12-10-12-27-28    UserID [39]    Transaction Complete 
2016-12-10-12-27-29    UserID [23]    Transaction Complete 
2016-12-10-12-27-29    UserID [9]    Transaction Complete 
2016-12-10-12-27-29    UserID [30]    Transaction Complete 
2016-12-10-12-27-29    UserID [36]    Transaction Complete 
2016-12-10-12-27-29    UserID [42]    Transaction Complete 
2016-12-10-12-27-29    UserID [38]    Transaction Complete 
2016-12-10-12-27-29    UserID [22]    Transaction Complete 
2016-12-10-12-27-29    UserID [16]    Transaction Complete 
2016-12-10-12-27-29    UserID [27]    Transaction Complete 
2016-12-10-12-27-29    UserID [25]    Transaction Complete 
2016-12-10-12-27-29    UserID [46]    Transaction Complete 
2016-12-10-12-27-29    UserID [34]    Transaction Complete 
2016-12-10-12-27-29    UserID [18]    Transaction Complete 
2016-12-10-12-27-29    UserID [0]    Transaction Complete 
2016-12-10-12-27-29    UserID [31]    Transaction Complete 
